#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_986	46898	39	N	N	2	*	*,986,*
contig_11	46533	40	N	N	1	*	11,2517
contig_3	45837	147	N	N	3	*	121,3,*
contig_2483	43681	35	N	N	1	*	*,-2482,2483,*
contig_243	43651	31	N	N	2	*	*,243,*
contig_81	43619	34	N	N	1	*	-2403,81,*
contig_2459	42781	40	N	N	2	*	*,2459,*
contig_2441	42109	53	N	N	3	*	*,2441,*
contig_2136	41392	40	N	N	2	*	*,2136,*
contig_330	40844	40	N	N	2	*	*,330,*
contig_352	40715	92	N	N	1	*	406,411,352
contig_54	40700	38	N	N	2	*	*,54,*
contig_2517	40293	173	N	Y	4	*	2517
contig_452	40289	33	N	N	2	*	*,452,*
contig_2617	40190	34	N	N	2	*	*,2617,*
contig_2610	39882	35	N	N	2	*	*,2610,*
contig_431	36132	32	N	N	2	*	*,431,*
contig_2539	35363	36	N	N	2	*	*,2539,*
contig_49	35179	34	N	N	1	*	*,49,*
contig_2386	35081	28	N	N	1	*	9,2386
contig_80	34845	37	N	N	2	*	2403,80,*
contig_2444	34469	36	N	N	2	*	*,2444,*
contig_2488	33949	38	N	N	1	*	*,2488,*
contig_2117	33901	28	N	N	1	*	2117
contig_2451	32956	47	N	N	2	*	*,2451,*
contig_2625	32737	34	N	N	2	*	*,2625,*
contig_2612	32497	41	N	N	2	*	*,2612,*
contig_2402	32312	33	N	N	2	*	*,2402,2403
contig_2464	31658	37	N	N	2	*	*,2464,*
contig_2387	30903	37	N	N	2	*	*,2387,*
contig_2462	30850	38	N	N	3	*	*,2462,*
contig_2442	30735	37	N	N	1	*	*,2442,*
contig_1196	30709	31	N	N	2	*	*,1196,*
contig_2440	30453	34	N	N	2	*	*,2440,*
contig_97	30368	64	N	N	1	*	*,97,*
contig_2411	30181	41	N	N	2	*	*,2411,*
contig_2352	30138	33	N	N	2	*	*,2352,*
contig_2428	30008	36	N	N	2	*	*,2428,*
contig_2292	29857	37	N	N	2	*	*,2292,*
contig_497	29698	21	N	Y	1	192	*,497,*
contig_395	29283	149	N	N	4	*	395
contig_1547	29150	37	N	N	1	*	*,1547,*
contig_802	28985	137	N	Y	3	*	802
contig_2186	28769	32	N	N	2	*	*,2186,*
contig_270	28749	75	N	N	1	*	-266,270,*
contig_2471	28704	36	N	N	2	*	*,2471,*
contig_2584	28702	36	N	N	2	*	*,2584,*
contig_1065	28438	52	N	N	2	*	*,1065,*
contig_1678	28213	43	N	N	1	*	*,1678,*
contig_2114	27842	30	N	N	2	*	*,2114,*
contig_79	27667	32	N	N	2	*	2403,79,*
contig_2541	27628	32	N	N	2	*	*,2541,*
contig_2398	27490	39	N	N	2	*	*,2398,*
contig_2624	27102	50	N	N	3	*	*,2624,*
contig_2392	26611	33	N	N	2	*	*,2392,*
contig_1488	26458	33	N	N	1	*	*,1488,*
contig_2399	26419	43	N	N	3	*	*,2399,*
contig_2209	25207	56	N	N	2	*	*,2209,*
contig_62	25145	41	N	N	2	*	*,62,*
contig_1106	25032	35	N	N	2	*	*,1106,*
contig_2467	24941	31	N	N	2	*	*,2467,*
contig_127	24474	210	N	N	5	*	121,127,1457
contig_398	24451	142	N	Y	4	*	398
contig_2417	24411	84	N	N	2	*	121,2417,1457
contig_2300	24283	31	N	N	1	*	*,2300,*
contig_2527	24221	32	N	N	2	*	*,2527,*
contig_2503	24191	14	N	N	2	*	*,2503,*
contig_413	24186	141	N	N	4	*	-2517,413,-2468
contig_2622	23912	57	N	N	3	*	*,2622,*
contig_2512	23531	37	N	N	1	*	*,2512,*
contig_2412	23529	52	N	N	3	*	*,2412,*
contig_137	23319	35	N	N	2	*	*,137,*
contig_272	22202	33	N	N	2	*	*,272,*
contig_624	22145	35	N	N	1	*	*,624,*
contig_1762	21956	63	N	N	2	*	*,1762,*
contig_2420	21593	31	N	N	2	*	*,2420,*
contig_2271	21466	35	N	N	2	*	*,2271,*
contig_2566	21326	38	N	N	2	*	*,2566,*
contig_2533	21255	34	N	N	2	*	*,2533,*
contig_1427	20204	31	N	N	2	*	*,1427,*
contig_1378	19754	50	N	N	2	*	*,1378,*
contig_2504	19717	64	N	N	2	*	*,2504,*
contig_2502	19674	29	N	N	2	*	*,2502,*
contig_2591	19532	46	N	N	2	*	*,2591,*
contig_2515	19467	29	N	N	1	*	*,2515,*
contig_373	19399	39	N	N	2	*	*,373,*
contig_2410	19344	32	N	N	2	*	*,2410,*
contig_2142	19259	34	N	N	2	*	*,2142,*
contig_399	19168	118	N	N	3	*	398,399,406
contig_2629	18893	47	N	N	2	*	*,2629,*
contig_2421	18769	28	N	N	2	*	*,2421,*
contig_2516	18526	39	N	N	2	*	*,2516,*
contig_2405	18477	50	N	N	2	*	*,2405,*
contig_192	18439	40	N	N	2	*	*,192,*
contig_943	18340	48	N	N	2	*	*,943,*
contig_2497	18324	41	N	N	2	*	*,2497,*
contig_823	18279	7	N	N	1	*	*,823,*
contig_2547	18189	27	N	N	3	*	*,2547,*
contig_2068	17987	17	N	N	2	*	*,2068,*
contig_1603	17973	36	N	N	1	*	*,1603,*
contig_2535	17923	12	N	N	1	*	*,2535,*
contig_2406	17887	25	N	N	1	*	*,2406,*
contig_12	17644	25	N	N	1	*	*,12,*
contig_242	17609	34	N	N	2	*	*,242,*
contig_2569	17440	42	N	N	2	*	*,2569,*
contig_2615	17279	36	N	N	3	*	*,2615,*
contig_2575	17092	8	N	N	1	*	*,2575,*
contig_2449	17090	33	N	N	3	*	*,2449,*
contig_2153	16956	56	N	N	3	*	*,2153,*
contig_2097	16932	40	N	N	2	*	*,2097,*
contig_1276	16917	35	N	N	2	*	*,1276,*
contig_2485	16909	27	N	N	2	*	*,2485,*
contig_2408	16814	59	N	N	2	*	*,2408,*
contig_284	16731	42	N	N	1	*	*,284,*
contig_206	16672	9	N	N	1	*	*,206,*
contig_190	16652	30	N	N	2	*	*,190,*
contig_2573	16329	32	N	N	2	*	*,2573,*
contig_797	16284	8	N	N	1	*	*,797,*
contig_806	16042	30	N	N	3	*	*,806,*
contig_748	15977	9	N	N	1	*	*,748,*
contig_2509	15874	28	N	N	2	*	*,2509,*
contig_2529	15869	47	N	N	2	*	*,2529,*
contig_166	15794	8	N	N	1	*	*,166,*
contig_2120	15738	28	N	N	2	*	*,2120,*
contig_1282	15711	27	N	N	2	*	*,1282,*
contig_2388	15547	27	N	N	3	*	*,2388,*
contig_2596	15521	51	N	N	3	*	*,2596,*
contig_2570	15513	33	N	N	2	*	*,2570,*
contig_2592	15507	38	N	N	2	*	*,2592,*
contig_2455	15483	33	N	N	2	*	*,2455,*
contig_1432	15416	25	N	N	2	*	*,1432,*
contig_220	15283	10	N	N	2	*	*,220,*
contig_1423	15227	16	N	N	3	*	*,1423,*
contig_2563	15175	8	N	N	1	*	*,2563,*
contig_1865	14980	39	N	N	1	*	*,1865,*
contig_2435	14912	30	N	N	2	*	*,2435,*
contig_152	14884	9	N	N	1	*	*,152,*
contig_2093	14762	33	N	N	2	*	*,2093,*
contig_2608	14662	30	N	N	2	*	*,2608,*
contig_2594	14576	246	N	Y	6	*	2594
contig_2623	14445	44	N	N	3	*	*,2623,*
contig_1281	14419	37	N	N	1	*	*,1281,*
contig_1457	14384	240	N	Y	6	*	1457
contig_2520	14305	26	N	N	2	*	*,2520,*
contig_576	14263	33	N	N	2	*	*,576,*
contig_2555	14172	52	N	N	2	*	*,2555,*
contig_2393	14092	34	N	N	2	*	*,2393,*
contig_1765	14008	31	N	N	2	*	*,1765,*
contig_2602	13991	30	N	N	1	*	*,2602,*
contig_856	13759	45	N	N	2	*	*,856,*
contig_2463	13717	41	N	N	3	*	*,2463,*
contig_2409	13664	43	N	N	2	*	*,2409,*
contig_1287	13604	9	N	N	1	*	*,1287,*
contig_1159	13502	9	N	N	2	*	*,1159,*
contig_267	13439	64	N	N	1	*	266,267,266
contig_2482	13417	34	N	Y	2	*	2482,*
contig_246	13416	13	N	N	2	*	*,246,*
contig_796	13321	9	N	N	1	*	*,796,*
contig_103	13313	35	N	N	2	*	*,103,*
contig_2588	13197	25	N	N	3	*	*,2588,*
contig_876	13023	8	N	N	1	*	*,876,*
contig_2222	12944	36	N	N	3	*	*,2222,*
contig_2548	12868	19	N	N	3	*	*,2548,*
contig_157	12817	26	N	N	1	*	*,157,*
contig_2486	12779	6	N	N	1	*	*,2486,*
contig_2475	12737	40	N	N	3	*	*,2475,*
contig_2425	12717	34	N	N	3	*	*,2425,*
contig_2427	12615	51	N	N	3	*	*,2427,*
contig_2419	12612	33	N	N	3	*	*,2419,*
contig_2422	12538	20	N	N	2	*	*,2422,*
contig_1461	12483	34	N	N	3	*	*,1461,*
contig_1889	12418	53	N	N	2	*	*,1889,*
contig_2200	12382	46	N	N	2	*	*,2200,*
contig_2124	12378	32	N	N	2	*	*,2124,*
contig_2587	12378	9	N	N	2	*	*,2587,*
contig_429	12335	11	N	N	2	*	*,429,*
contig_774	12333	9	N	N	1	*	*,774,*
contig_946	12320	8	N	N	1	*	*,946,*
contig_700	12254	9	N	N	1	*	*,700,*
contig_2619	12228	30	N	N	2	*	*,2619,*
contig_720	12076	8	N	N	2	*	*,720,*
contig_2081	11996	30	N	N	3	*	*,2081,*
contig_2436	11988	31	N	N	3	*	*,2436,*
contig_2166	11981	36	N	N	2	*	*,2166,*
contig_1407	11959	28	N	N	2	*	*,1407,*
contig_2499	11957	31	N	N	3	*	*,2499,*
contig_769	11919	33	N	N	2	*	*,769,*
contig_364	11889	34	N	N	2	*	*,364,*
contig_2301	11856	43	N	N	2	*	*,2301,*
contig_1506	11818	8	N	N	2	*	*,1506,*
contig_2173	11817	32	N	N	2	*	*,2173,*
contig_913	11809	32	N	N	2	*	*,913,*
contig_560	11778	11	N	N	1	*	*,560,*
contig_2531	11770	39	N	N	2	*	*,2531,*
contig_2490	11738	33	N	N	1	*	*,2490,*
contig_2401	11716	38	N	N	2	*	*,2401,*
contig_2576	11641	36	N	N	2	*	*,2576,*
contig_751	11636	7	N	N	1	*	*,751,*
contig_84	11600	58	N	N	2	*	*,84,*
contig_2215	11549	42	N	N	3	*	*,2215,*
contig_2572	11475	32	N	N	3	*	*,2572,*
contig_2599	11474	35	N	N	2	*	*,2599,*
contig_866	11471	7	N	N	1	*	*,866,*
contig_2276	11440	46	N	N	2	*	*,2276,*
contig_2364	11417	25	N	N	2	*	*,2364,*
contig_236	11378	36	N	N	2	*	*,236,*
contig_2468	11377	189	N	Y	5	*	2468
contig_151	11355	7	N	N	1	*	*,151,*
contig_2310	11349	8	N	N	1	*	*,2310,*
contig_2396	11343	35	N	N	2	*	*,2396,*
contig_1987	11329	28	N	N	2	*	*,1987,*
contig_2492	11328	45	N	N	3	*	*,2492,*
contig_159	11307	22	N	N	1	*	*,159,*
contig_1817	11261	26	N	N	2	*	*,1817,*
contig_1823	11242	29	N	N	2	*	*,1823,*
contig_340	11227	7	N	N	1	*	*,340,*
contig_173	11192	10	N	N	2	*	*,173,*
contig_483	11170	6	N	N	1	*	*,483,*
contig_2284	11166	37	N	N	2	*	*,2284,*
contig_359	11166	35	N	N	1	*	*,359,*
contig_2291	11144	44	N	N	2	*	*,2291,*
contig_2489	11130	44	N	N	4	*	*,2489,*
contig_2235	11083	7	N	N	1	*	*,2235,*
contig_2498	11041	31	N	N	2	*	*,2498,*
contig_2628	11028	21	N	N	1	*	*,2628,*
contig_1367	11021	22	N	N	3	*	*,1367,*
contig_2430	11021	50	N	N	3	*	*,2430,*
contig_2198	11006	37	N	N	2	*	*,2198,*
contig_2448	10871	9	N	N	1	*	*,2448,*
contig_1125	10845	9	N	N	1	*	*,1125,*
contig_2348	10816	9	N	N	1	*	*,2348,*
contig_2613	10808	52	N	N	3	*	*,2613,*
contig_2290	10801	44	N	N	2	*	*,2290,*
contig_2472	10789	35	N	N	3	*	*,2472,*
contig_1172	10768	10	N	N	2	*	*,1172,*
contig_2454	10733	25	N	N	2	*	*,2454,*
contig_2141	10714	25	N	N	2	*	*,2141,*
contig_449	10651	30	N	N	2	*	*,449,*
contig_1350	10618	37	N	N	2	*	*,1350,*
contig_143	10523	29	N	N	2	*	*,143,*
contig_133	10456	7	N	N	1	*	*,133,*
contig_165	10445	35	N	N	2	*	*,165,*
contig_131	10400	45	N	N	3	*	*,131,*
contig_64	10361	27	N	N	3	*	*,64,*
contig_2371	10356	7	N	N	1	*	*,2371,*
contig_1062	10347	5	N	N	1	*	*,1062,*
contig_2397	10341	40	N	N	2	*	*,2397,*
contig_259	10318	31	N	N	1	*	*,259,*
contig_814	10316	32	N	N	2	*	*,814,*
contig_2559	10233	28	N	N	2	*	*,2559,*
contig_1710	10226	6	N	N	1	*	*,1710,*
contig_2521	10201	14	N	N	2	*	*,2521,*
contig_1709	10157	54	N	N	2	*	*,1709,*
contig_2040	10144	8	N	N	1	*	*,2040,*
contig_2433	10097	6	N	N	1	*	*,2433,*
contig_1207	10079	7	N	N	1	*	*,1207,*
contig_250	10069	7	N	N	1	*	*,250,*
contig_23	10028	30	N	N	1	*	*,23,*
contig_1150	9956	11	N	N	2	*	*,1150,*
contig_2439	9948	45	N	N	3	*	*,2439,*
contig_1047	9947	11	N	N	1	*	*,1047,*
contig_2627	9923	35	N	N	1	*	*,2627,*
contig_2540	9905	9	N	N	1	*	*,2540,*
contig_2621	9885	8	N	N	1	*	*,2621,*
contig_2583	9866	31	N	N	3	*	*,2583,*
contig_1718	9850	38	N	N	2	*	*,1718,*
contig_598	9850	33	N	N	3	*	*,598,*
contig_2424	9836	45	N	N	2	*	*,2424,*
contig_2203	9832	7	N	N	1	*	*,2203,*
contig_1209	9820	6	N	N	1	*	*,1209,*
contig_2230	9808	11	N	N	2	*	*,2230,*
contig_1344	9774	8	N	N	1	*	*,1344,*
contig_580	9757	14	N	N	3	*	*,580,*
contig_2513	9671	11	N	N	2	*	*,2513,*
contig_2059	9670	6	N	N	1	*	*,2059,*
contig_509	9647	9	N	N	1	*	*,509,*
contig_1754	9619	6	N	N	1	*	*,1754,*
contig_784	9613	7	N	N	1	*	*,784,*
contig_793	9605	7	N	N	1	*	*,793,*
contig_2232	9601	9	N	N	2	*	*,2232,*
contig_546	9585	9	N	N	1	*	*,546,*
contig_1321	9583	10	N	N	2	*	*,1321,*
contig_2493	9569	24	N	N	1	*	*,2493,*
contig_2501	9521	11	N	N	2	*	*,2501,*
contig_2484	9497	24	Y	N	1	*	2484
contig_2579	9495	5	N	N	1	*	*,2579,*
contig_209	9488	5	N	N	1	*	*,209,*
contig_1038	9391	33	N	N	2	*	*,1038,*
contig_652	9389	5	N	N	1	*	*,652,*
contig_2145	9383	34	N	N	1	*	*,2145,*
contig_962	9365	6	N	N	1	*	*,962,*
contig_2361	9351	5	N	N	1	*	*,2361,*
contig_2313	9286	7	N	N	1	*	*,2313,*
contig_1454	9280	21	N	Y	1	204	*,1454,*
contig_2260	9233	39	N	N	2	*	*,2260,*
contig_1522	9177	6	N	N	1	*	*,1522,*
contig_1025	9153	26	N	N	3	*	*,1025,*
contig_182	9135	29	N	N	2	*	*,182,*
contig_844	9134	10	N	N	2	*	*,844,*
contig_2542	9118	6	N	N	1	*	*,2542,*
contig_2496	9106	33	N	N	3	*	*,2496,*
contig_109	9079	29	N	N	3	*	*,109,*
contig_2126	9051	7	N	N	1	*	*,2126,*
contig_928	9047	11	N	N	2	*	*,928,*
contig_1347	9032	13	N	N	1	*	*,1347,*
contig_215	9024	28	N	N	2	*	*,215,*
contig_98	8993	33	N	N	2	*	*,98,*
contig_1420	8991	5	N	N	1	*	*,1420,*
contig_2394	8961	35	N	N	2	*	*,2394,*
contig_2598	8960	7	N	N	1	*	*,2598,*
contig_992	8945	9	N	N	1	*	*,992,*
contig_2511	8920	10	N	N	1	*	*,2511,*
contig_1146	8871	8	N	N	2	*	*,1146,*
contig_588	8840	8	N	N	1	*	*,588,*
contig_1430	8787	13	N	N	2	*	*,1430,*
contig_2326	8767	32	N	N	2	*	*,2326,*
contig_293	8745	6	N	N	1	*	*,293,*
contig_2545	8739	8	N	N	1	*	*,2545,*
contig_430	8736	9	N	N	2	*	*,430,*
contig_1235	8727	5	N	N	1	*	*,1235,*
contig_2251	8720	58	N	N	2	*	*,2251,*
contig_2479	8698	14	N	N	2	*	*,2479,*
contig_2157	8695	9	N	N	1	*	*,2157,*
contig_1828	8668	36	N	N	2	*	*,1828,*
contig_2143	8649	8	N	N	1	*	*,2143,*
contig_870	8630	29	N	N	2	*	*,870,*
contig_172	8592	31	N	N	2	*	*,172,*
contig_2532	8577	24	N	N	2	*	*,2532,*
contig_1584	8572	9	N	N	2	*	*,1584,*
contig_840	8561	34	N	N	3	*	*,840,*
contig_1327	8548	9	N	N	1	*	*,1327,*
contig_314	8520	26	N	N	2	*	*,314,*
contig_1135	8504	18	N	N	2	*	*,1135,*
contig_614	8503	12	N	N	2	*	*,614,*
contig_2224	8502	20	N	N	2	*	*,2224,*
contig_1675	8497	10	N	N	1	*	*,1675,*
contig_2620	8480	25	N	N	2	*	*,2620,*
contig_55	8453	34	N	N	2	*	*,55,*
contig_14	8432	102	N	N	2	*	14
contig_2505	8430	51	N	N	3	*	*,2505,*
contig_645	8427	16	N	N	3	*	*,645,*
contig_154	8414	7	N	N	1	*	*,154,*
contig_1798	8374	20	N	N	4	*	*,1798,*
contig_2590	8372	8	N	N	1	*	*,2590,*
contig_1336	8367	9	N	N	1	*	*,1336,*
contig_2429	8366	40	N	N	2	*	*,2429,*
contig_2558	8359	10	N	N	2	*	*,2558,*
contig_1592	8328	36	N	N	1	*	*,1592,*
contig_297	8328	18	N	N	3	*	*,297,*
contig_2452	8308	41	N	N	3	*	*,2452,*
contig_2418	8248	35	N	N	3	*	*,2418,*
contig_741	8243	20	N	Y	1	198	*,741,*
contig_406	8240	394	N	Y	11	*	406
contig_2249	8236	27	N	N	1	*	*,2249,*
contig_1505	8233	7	N	N	1	*	*,1505,*
contig_2219	8216	5	N	N	1	*	*,2219,*
contig_102	8175	10	N	N	2	*	*,102,*
contig_2465	8160	24	N	N	1	*	*,2465,*
contig_278	8142	54	N	N	3	*	*,278,*
contig_1857	8134	5	N	N	1	*	*,1857,*
contig_2356	8124	7	N	N	1	*	*,2356,*
contig_2389	8124	19	N	N	1	*	*,2389,*
contig_773	8111	9	N	N	2	*	*,773,*
contig_2338	8107	23	N	N	2	*	*,2338,*
contig_2578	8047	29	N	N	2	*	*,2578,*
contig_167	8046	6	N	N	1	*	*,167,*
contig_647	8041	8	N	N	1	*	*,647,*
contig_1946	8007	10	N	N	1	*	*,1946,*
contig_1175	7987	28	N	N	3	*	*,1175,*
contig_2167	7976	40	N	N	3	*	*,2167,*
contig_883	7971	6	N	N	1	*	*,883,*
contig_428	7961	33	N	N	2	*	*,428,*
contig_386	7937	20	N	Y	1	182	*,386,*
contig_199	7904	51	N	N	3	*	*,199,*
contig_335	7899	5	N	N	1	*	*,335,*
contig_412	7890	140	N	N	3	*	406,412,2468
contig_2340	7878	16	N	N	3	*	*,2340,*
contig_161	7871	7	N	N	1	*	*,161,*
contig_2231	7866	32	N	N	2	*	*,2231,*
contig_530	7864	6	N	N	1	*	*,530,*
contig_308	7837	31	N	N	1	*	*,308,*
contig_2603	7821	15	N	N	2	*	*,2603,*
contig_2466	7812	34	N	N	2	*	*,2466,*
contig_334	7799	18	N	N	2	*	*,334,*
contig_639	7792	7	N	N	1	*	*,639,*
contig_2149	7744	10	N	N	2	*	*,2149,*
contig_674	7743	8	N	N	1	*	*,674,*
contig_230	7742	13	N	N	3	*	*,230,*
contig_2242	7734	26	N	N	3	*	*,2242,*
contig_578	7731	10	N	N	1	*	*,578,*
contig_2134	7714	18	N	N	2	*	*,2134,*
contig_2373	7711	13	N	N	3	*	*,2373,*
contig_2202	7709	39	N	N	2	*	*,2202,*
contig_41	7708	12	N	N	2	*	*,41,*
contig_813	7708	11	N	N	2	*	*,813,*
contig_416	7706	7	N	N	1	*	*,416,*
contig_810	7700	5	N	N	1	*	*,810,*
contig_1601	7685	6	N	N	1	*	*,1601,*
contig_1421	7674	6	N	N	1	*	*,1421,*
contig_360	7673	5	N	N	1	*	*,360,*
contig_1812	7664	8	N	N	1	*	*,1812,*
contig_374	7642	7	N	N	1	*	*,374,*
contig_2327	7639	3	N	N	1	*	*,2327,*
contig_419	7637	8	N	N	2	*	*,419,*
contig_1043	7632	17	N	N	4	*	*,1043,*
contig_135	7629	32	N	N	2	*	*,135,*
contig_2473	7615	10	N	N	1	*	*,2473,*
contig_982	7602	51	N	N	2	*	*,982,*
contig_2162	7591	10	N	N	2	*	*,2162,*
contig_2508	7578	26	N	N	3	*	*,2508,*
contig_698	7577	9	N	N	2	*	*,698,*
contig_543	7575	9	N	N	1	*	*,543,*
contig_200	7574	47	N	N	2	*	*,200,*
contig_1980	7573	37	N	N	1	*	*,1980,*
contig_2432	7567	10	N	N	2	*	*,2432,*
contig_1248	7562	3	N	N	1	*	*,1248,*
contig_626	7550	45	N	N	2	*	*,626,*
contig_675	7526	9	N	N	2	*	*,675,*
contig_1387	7524	6	N	N	1	*	*,1387,*
contig_2267	7506	45	N	N	2	*	*,2267,*
contig_56	7500	19	N	N	2	*	*,56,*
contig_2487	7478	22	N	N	3	*	*,2487,*
contig_1908	7476	9	N	N	2	*	*,1908,*
contig_1114	7469	8	N	N	2	*	*,1114,*
contig_747	7460	5	N	N	1	*	*,747,*
contig_149	7442	13	N	N	2	*	*,149,*
contig_557	7438	18	N	N	3	*	*,557,*
contig_116	7436	19	N	N	2	*	*,116,*
contig_947	7423	8	N	N	1	*	*,947,*
contig_2537	7399	9	N	N	1	*	*,2537,*
contig_321	7371	25	N	N	3	*	*,321,*
contig_221	7353	30	N	N	3	*	*,221,*
contig_1842	7349	8	N	N	2	*	*,1842,*
contig_85	7349	28	N	N	2	*	*,85,*
contig_2304	7338	34	N	N	1	*	*,2304,*
contig_809	7337	6	N	N	1	*	*,809,*
contig_798	7325	7	N	N	1	*	*,798,*
contig_375	7324	6	N	N	1	*	*,375,*
contig_228	7315	9	N	N	2	*	*,228,*
contig_2182	7309	7	N	N	1	*	*,2182,*
contig_1560	7298	8	N	N	2	*	*,1560,*
contig_107	7295	35	N	N	2	*	*,107,*
contig_954	7286	34	N	N	2	*	*,954,*
contig_1316	7285	9	N	N	2	*	*,1316,*
contig_1165	7283	31	N	N	1	*	*,1165,*
contig_2391	7276	51	N	N	2	*	*,2391,*
contig_1556	7275	5	N	N	1	*	*,1556,*
contig_808	7274	12	N	N	2	*	*,808,*
contig_1757	7230	29	N	N	2	*	*,1757,*
contig_1315	7213	37	N	N	2	*	*,1315,*
contig_2363	7201	10	N	N	1	*	*,2363,*
contig_2330	7197	6	N	N	1	*	*,2330,*
contig_1714	7196	14	N	N	2	*	*,1714,*
contig_960	7179	28	Y	Y	1	40	960
contig_125	7176	177	N	N	4	*	-121,-119,125,-1457
contig_1737	7172	14	N	N	3	*	*,1737,*
contig_1569	7166	52	N	N	3	*	*,1569,*
contig_2604	7164	9	N	N	1	*	*,2604,*
contig_2556	7161	34	N	N	3	*	*,2556,*
contig_1955	7151	5	N	N	1	*	*,1955,*
contig_533	7101	12	N	N	2	*	*,533,*
contig_393	7090	5	N	N	1	*	*,393,*
contig_2378	7085	10	N	N	2	*	*,2378,*
contig_1555	7069	14	N	N	2	*	*,1555,*
contig_2211	7063	6	N	N	1	*	*,2211,*
contig_927	7047	9	N	N	2	*	*,927,*
contig_917	7046	7	N	N	1	*	*,917,*
contig_819	7042	17	N	N	2	*	*,819,*
contig_211	7034	14	N	N	2	*	*,211,*
contig_1191	7032	34	N	N	2	*	*,1191,*
contig_175	7032	10	N	N	2	*	*,175,*
contig_2328	7006	6	N	N	1	*	*,2328,*
contig_568	7001	22	N	N	3	*	*,568,*
contig_454	6992	10	N	N	2	*	*,454,*
contig_2277	6987	32	N	N	2	*	*,2277,*
contig_871	6985	6	N	N	1	*	*,871,*
contig_2133	6981	7	N	N	1	*	*,2133,*
contig_289	6974	30	N	N	2	*	*,289,*
contig_778	6960	22	N	N	2	*	*,778,*
contig_688	6951	11	N	N	2	*	*,688,*
contig_869	6923	8	N	N	2	*	*,869,*
contig_2446	6922	26	N	N	1	*	*,2446,*
contig_2476	6920	5	N	N	1	*	*,2476,*
contig_1831	6895	8	N	N	2	*	*,1831,*
contig_401	6885	8	N	N	2	*	*,401,*
contig_1356	6884	9	N	N	2	*	*,1356,*
contig_976	6871	35	N	N	2	*	*,976,*
contig_2494	6867	14	N	N	1	*	*,2494,*
contig_1134	6864	8	N	N	1	*	*,1134,*
contig_1652	6863	13	N	N	2	*	*,1652,*
contig_20	6862	32	N	N	1	*	-2385,9,20,-398
contig_2523	6862	6	N	N	1	*	*,2523,*
contig_524	6862	30	N	N	3	*	*,524,*
contig_591	6859	24	N	N	2	*	*,591,*
contig_2562	6839	42	N	N	3	*	*,2562,*
