#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_968	50980	43	N	N	2	*	*,968,*
contig_991	49989	46	N	N	2	*	*,991,*
contig_522	49544	17	N	N	1	*	*,522,*
contig_537	48432	47	N	N	2	*	*,537,*
contig_838	48095	54	N	N	2	*	*,838,*
contig_936	46551	58	N	N	2	*	*,936,*
contig_288	46052	49	N	N	1	*	*,288,*
contig_571	44537	39	N	N	1	*	*,571,*
contig_984	43848	21	N	N	1	*	*,984,*
contig_1015	43800	42	N	N	2	*	*,1015,*
contig_898	42492	54	N	N	2	*	41,46,898,*
contig_985	42470	44	N	N	2	*	*,985,*
contig_889	42417	56	N	N	2	*	*,889,*
contig_995	42402	16	N	N	1	*	*,995,*
contig_981	41721	45	N	N	2	*	*,981,*
contig_57	39783	78	N	N	2	*	41,50,57,*
contig_551	39551	17	N	N	1	*	*,551,*
contig_87	38977	20	N	N	1	*	*,87,*
contig_554	38374	46	N	N	2	*	*,554,*
contig_989	37510	20	N	N	1	*	*,989,*
contig_216	36923	46	N	N	2	*	*,216,*
contig_555	36586	54	N	N	2	*	*,555,*
contig_4	35961	87	Y	N	1	*	4
contig_1020	35802	38	N	N	2	*	*,1020,*
contig_905	35573	44	N	N	1	*	*,905,*
contig_564	35569	46	N	N	2	*	*,564,*
contig_306	35558	127	N	N	1	*	306,-356
contig_281	34868	59	N	N	1	*	892,281,*
contig_590	34516	46	N	N	2	*	*,590,*
contig_568	34191	22	N	N	1	*	*,568,*
contig_100	34032	21	N	N	1	*	*,100,*
contig_939	33888	20	N	N	1	*	*,939,*
contig_712	32479	48	N	N	2	*	*,712,*
contig_901	31463	80	N	N	2	*	-40,-40,-40,-44,-45,901,*
contig_992	31198	54	N	N	2	*	*,992,*
contig_998	31155	60	N	N	2	*	*,998,*
contig_373	30909	61	N	N	2	*	*,373,*
contig_132	30887	60	N	N	2	*	*,132,*
contig_175	29489	16	N	N	1	*	*,175,*
contig_940	29088	47	N	N	2	*	*,940,*
contig_594	28980	54	N	N	2	*	*,594,*
contig_567	28925	33	N	N	1	*	*,567,*
contig_602	28824	18	N	N	1	*	*,602,*
contig_956	28540	18	N	N	1	*	*,956,*
contig_916	28385	57	N	N	2	*	*,916,*
contig_579	28301	16	N	N	1	*	*,579,*
contig_953	27302	56	N	N	2	*	*,953,*
contig_207	27231	488	N	N	7	*	89,207
contig_931	26856	17	N	N	1	*	*,931,*
contig_556	26735	30	N	N	1	*	*,556,*
contig_745	26643	44	N	N	1	*	*,745,*
contig_59	26640	21	N	N	1	*	41,46,59,*
contig_1009	26372	16	N	N	1	*	*,1009,*
contig_656	25772	34	N	N	1	*	*,656,*
contig_1023	25736	46	N	N	2	*	*,1023,*
contig_121	25704	14	N	N	1	*	121,*
contig_1022	25489	52	N	N	2	*	*,1022,*
contig_942	25479	54	N	N	2	*	*,942,*
contig_251	25366	65	N	N	2	*	*,251,*
contig_1006	25049	17	N	N	1	*	*,1006,*
contig_990	24925	39	N	N	1	*	*,990,*
contig_535	24820	42	N	N	2	*	*,535,*
contig_96	24795	22	N	N	1	*	*,96,*
contig_722	23961	41	N	N	2	*	*,722,*
contig_988	23679	18	N	N	1	*	*,988,*
contig_32	23529	21	N	N	1	*	*,32,*
contig_1017	23464	20	N	N	1	*	*,1017,*
contig_596	23367	17	N	N	1	*	*,596,*
contig_1011	23281	34	N	N	2	*	*,1011,*
contig_1001	22978	66	N	N	2	*	*,1001,*
contig_944	22969	56	N	N	2	*	*,944,*
contig_609	22823	17	N	N	1	*	*,609,*
contig_570	22761	12	N	N	1	*	*,570,*
contig_986	22700	44	N	N	2	*	*,986,*
contig_973	22561	44	N	N	2	*	*,973,*
contig_1014	22432	38	N	N	2	*	*,1014,*
contig_906	22133	20	N	N	1	*	*,906,*
contig_932	21933	27	N	N	1	*	*,932,*
contig_573	21804	59	N	N	2	*	*,573,*
contig_1004	21640	10	N	N	1	*	*,1004,*
contig_961	21483	16	N	N	1	*	*,961,*
contig_996	21320	15	N	N	1	*	*,996,*
contig_632	20652	15	N	N	1	*	*,632,*
contig_1013	20534	14	N	N	1	*	*,1013,*
contig_543	20464	46	N	N	2	*	*,543,*
contig_765	20323	14	N	N	1	*	*,765,*
contig_610	19584	14	N	N	1	*	*,610,*
contig_534	19555	39	N	N	2	*	*,534,*
contig_635	19475	53	N	N	2	*	*,635,*
contig_526	19397	43	N	N	2	*	*,526,*
contig_907	19061	30	N	N	1	*	*,907,*
contig_665	18655	45	N	N	2	*	*,665,*
contig_332	18652	17	N	N	1	*	*,332,*
contig_978	18605	54	N	N	1	*	*,978,*
contig_64	18422	42	N	N	2	*	*,64,*
contig_256	18417	57	N	N	2	*	*,256,*
contig_680	18340	9	N	N	1	*	*,680,*
contig_653	18319	12	N	N	1	*	*,653,*
contig_569	18308	11	N	N	1	*	*,569,*
contig_715	18021	18	N	N	1	*	*,715,*
contig_908	17966	11	N	N	1	*	*,908,*
contig_616	17824	16	N	N	1	*	*,616,*
contig_997	17794	44	N	N	2	*	*,997,*
contig_950	17748	48	N	N	2	*	*,950,*
contig_465	17739	48	N	N	2	*	*,465,*
contig_730	17679	14	N	N	1	*	*,730,*
contig_15	17592	41	N	N	1	*	*,15,*
contig_750	17562	18	N	N	1	*	*,750,*
contig_603	17425	18	N	N	1	*	*,603,*
contig_643	17078	19	N	N	1	*	*,643,*
contig_959	16927	15	N	N	1	*	*,959,*
contig_1007	16911	13	N	N	1	*	*,1007,*
contig_929	16650	16	N	N	1	*	*,929,*
contig_917	16499	45	N	N	2	*	*,917,*
contig_666	16340	15	N	N	1	*	*,666,*
contig_645	16262	19	N	N	1	*	*,645,*
contig_999	16157	15	N	N	1	*	*,999,*
contig_943	16016	14	N	N	1	*	*,943,*
contig_605	16003	46	N	N	2	*	*,605,*
contig_948	15964	14	N	N	1	*	*,948,*
contig_1019	15836	18	N	N	1	*	*,1019,*
contig_51	15682	74	N	N	2	*	41,51,45,44,40,40,40,41
contig_954	15604	13	N	N	1	*	*,954,*
contig_581	15402	15	N	N	1	*	*,581,*
contig_467	15328	35	N	N	1	*	*,467,*
contig_538	15034	18	N	N	1	*	*,538,*
contig_1021	14942	15	N	N	1	*	*,1021,*
contig_565	14893	46	N	N	2	*	*,565,*
contig_539	14741	19	N	N	1	*	*,539,*
contig_24	14634	12	N	N	1	*	*,24,*
contig_638	14552	47	N	N	2	*	*,638,*
contig_777	14552	18	N	N	1	*	*,777,*
contig_738	14533	20	N	N	1	*	*,738,*
contig_780	14529	38	N	N	2	*	*,780,*
contig_629	14412	46	N	N	2	*	*,629,*
contig_962	14318	30	N	N	2	*	*,962,*
contig_919	14303	16	N	N	1	*	*,919,*
contig_1005	14286	16	N	N	1	*	*,1005,*
contig_587	14230	11	N	N	1	*	*,587,*
contig_969	14200	16	N	N	1	*	*,969,*
contig_646	14076	17	N	N	1	*	*,646,*
contig_987	13871	16	N	N	1	*	*,987,*
contig_926	13771	53	N	N	2	*	*,926,*
contig_1016	13764	11	N	N	1	*	*,1016,*
contig_361	13685	49	N	N	1	*	*,361,*
contig_620	13674	47	N	N	2	*	*,620,*
contig_618	13646	18	N	N	1	*	*,618,*
contig_856	13641	12	N	N	1	*	*,856,*
contig_615	13638	19	N	N	1	*	*,615,*
contig_682	13076	12	N	N	1	*	*,682,*
contig_692	12933	20	N	N	1	*	*,692,*
contig_933	12748	11	N	N	1	*	*,933,*
contig_591	12720	15	N	N	1	*	*,591,*
contig_584	12692	39	N	N	2	*	*,584,*
contig_971	12681	11	N	N	1	*	*,971,*
contig_440	12676	41	N	N	2	*	*,440,*
contig_449	12674	50	N	N	2	*	*,449,*
contig_846	12669	13	N	N	1	*	*,846,*
contig_530	12668	13	N	N	1	*	*,530,*
contig_651	12592	15	N	N	1	*	*,651,*
contig_527	12570	38	N	N	1	*	*,527,*
contig_696	12488	21	N	N	1	*	*,696,*
contig_536	12469	43	N	N	2	*	*,536,*
contig_1024	12437	17	N	N	1	*	*,1024,*
contig_895	12380	39	N	N	2	*	*,895,*
contig_913	12317	14	N	N	1	*	*,913,*
contig_911	12205	12	N	N	1	*	*,911,*
contig_572	12156	13	N	N	1	*	*,572,*
contig_727	12100	28	N	N	1	*	*,727,*
contig_350	12052	168	N	Y	3	*	350
contig_91	11998	139	N	N	2	*	-89,91,-928,-198,-928
contig_766	11958	40	N	N	2	*	*,766,*
contig_1003	11951	21	Y	N	1	*	1003
contig_976	11931	12	N	N	2	*	*,976,*
contig_258	11880	56	N	N	2	*	*,258,*
contig_858	11836	15	N	N	1	*	*,858,*
contig_1025	11806	78	Y	N	1	*	1025
contig_582	11792	14	N	N	1	*	*,582,*
contig_699	11779	20	N	N	1	*	*,699,*
contig_528	11768	22	N	N	1	*	*,528,*
contig_790	11746	19	N	N	1	*	*,790,*
contig_850	11716	16	N	N	1	*	*,850,*
contig_301	11713	20	N	N	1	*	*,301,*
contig_713	11679	14	N	N	1	*	*,713,*
contig_266	11669	43	N	N	2	*	*,266,*
contig_882	11620	17	N	N	1	*	*,882,*
contig_934	11531	12	N	N	2	*	*,934,*
contig_583	11510	52	N	N	2	*	*,583,*
contig_452	11453	12	N	N	1	*	*,452,*
contig_778	11439	15	N	N	1	*	*,778,*
contig_912	11363	17	N	N	1	*	*,912,*
contig_614	11323	5	N	N	1	*	*,614,*
contig_655	11248	15	N	N	1	*	*,655,*
contig_739	11218	21	N	N	1	*	*,739,*
contig_604	11192	5	N	N	1	*	*,604,*
contig_741	11185	16	N	N	1	*	*,741,*
contig_231	11183	17	N	N	1	*	*,231,*
contig_709	11125	13	N	N	1	*	*,709,*
contig_123	11121	51	N	N	2	*	*,123,*
contig_532	11050	47	N	N	1	*	*,532,*
contig_775	10995	15	N	N	2	*	*,775,*
contig_755	10986	13	N	N	1	*	*,755,*
contig_533	10907	18	N	N	1	*	*,533,*
contig_8	10843	169	N	Y	2	*	8
contig_729	10786	14	N	N	1	*	*,729,*
contig_924	10740	37	N	N	1	*	*,924,*
contig_613	10654	11	N	N	1	*	*,613,*
contig_68	10643	9	N	N	1	*	*,68,*
contig_749	10643	13	N	N	1	*	*,749,*
contig_711	10622	11	N	N	1	*	*,711,*
contig_450	10553	18	N	N	1	*	*,450,*
contig_1002	10545	14	N	N	1	*	*,1002,*
contig_559	10542	18	N	N	1	*	*,559,*
contig_1012	10527	17	N	N	1	*	*,1012,*
contig_719	10520	42	N	N	2	*	*,719,*
contig_748	10518	14	N	N	1	*	*,748,*
contig_785	10503	14	N	N	1	*	*,785,*
contig_751	10394	14	N	N	1	*	*,751,*
contig_78	10343	11	N	N	1	*	*,78,*
contig_601	10327	18	N	N	1	*	*,601,*
contig_826	10299	12	N	N	3	*	*,826,*
contig_660	10262	10	N	N	1	*	*,660,*
contig_915	10238	119	N	N	1	*	915,116,914
contig_25	10149	29	N	N	2	*	*,25,26
contig_957	10079	7	N	N	1	*	*,957,*
contig_890	9999	60	N	Y	1	*	890
contig_690	9968	12	N	N	1	*	*,690,*
contig_663	9954	16	N	N	2	*	*,663,*
contig_899	9940	20	N	N	1	*	*,899,*
contig_896	9924	84	Y	N	1	*	896
contig_710	9854	13	N	N	1	*	*,710,*
contig_1008	9830	58	N	N	2	*	*,1008,*
contig_35	9779	7	N	N	1	*	*,35,*
contig_541	9696	46	N	Y	1	30	*,541,*
contig_425	9690	8	N	N	1	*	*,425,*
contig_592	9643	55	N	N	2	*	*,592,*
contig_720	9591	14	N	N	1	*	*,720,*
contig_230	9552	5	N	N	1	*	*,230,*
contig_758	9477	20	N	N	1	*	*,758,*
contig_772	9439	12	N	N	1	*	*,772,*
contig_965	9391	8	N	N	2	*	*,965,*
contig_760	9366	8	N	N	1	*	*,760,*
contig_966	9363	10	N	N	1	*	*,966,*
contig_52	9283	19	N	N	1	*	*,52,*
contig_809	9276	16	N	N	1	*	*,809,*
contig_617	9263	12	N	N	1	*	*,617,*
contig_606	9140	21	N	N	1	*	*,606,*
contig_546	9072	10	N	N	1	*	*,546,*
contig_139	9071	75	N	N	2	*	*,139,*
contig_977	8947	12	N	N	1	*	*,977,*
contig_647	8923	8	N	N	2	*	*,647,*
contig_29	8852	6	N	N	1	*	*,29,*
contig_1000	8801	16	N	N	3	*	*,1000,*
contig_893	8763	23	N	N	1	*	893,-892
contig_77	8758	9	N	N	2	*	*,77,*
contig_735	8752	12	N	N	1	*	*,735,*
contig_955	8750	55	N	N	2	*	*,955,*
contig_621	8746	12	N	N	1	*	*,621,*
contig_598	8692	14	N	N	1	*	*,598,*
contig_597	8612	5	N	N	1	*	*,597,*
contig_171	8573	10	N	N	1	*	*,171,*
contig_627	8511	19	N	N	1	*	*,627,*
contig_701	8483	14	N	N	1	*	*,701,*
contig_612	8476	9	N	N	2	*	*,612,*
contig_724	8401	5	N	N	1	*	*,724,*
contig_515	8327	52	N	N	2	*	*,515,*
contig_728	8327	15	N	N	1	*	*,728,*
contig_787	8261	15	N	N	1	*	*,787,*
contig_941	8240	15	N	N	1	*	*,941,*
contig_599	8211	14	N	N	1	*	*,599,*
contig_980	8200	12	N	N	1	*	*,980,*
contig_935	8161	57	N	N	2	*	*,935,*
contig_352	8122	29	N	N	1	*	350,352,979
contig_951	8104	11	N	N	1	*	*,951,*
contig_426	8081	7	N	N	1	*	*,426,*
contig_494	8063	18	N	N	1	*	*,494,*
contig_308	8021	10	N	N	1	*	*,308,*
contig_101	7955	18	N	N	1	*	*,101,*
contig_832	7931	11	N	N	2	*	*,832,*
contig_681	7909	14	N	N	1	*	*,681,*
contig_548	7887	37	N	N	2	*	*,548,*
contig_703	7843	13	N	N	1	*	*,703,*
contig_508	7842	13	N	N	1	*	*,508,*
contig_255	7802	7	N	N	1	*	*,255,*
contig_19	7756	5	N	N	1	*	*,19,*
contig_550	7723	9	N	N	1	*	*,550,*
contig_675	7706	10	N	N	1	*	*,675,*
contig_793	7695	10	N	N	2	*	*,793,*
contig_61	7675	18	N	N	1	*	*,61,*
contig_949	7624	17	N	N	2	*	*,949,*
contig_86	7610	16	N	N	2	*	*,86,*
contig_468	7583	7	N	N	1	*	*,468,*
contig_545	7576	10	N	N	1	*	*,545,*
contig_130	7571	14	N	N	2	*	*,130,*
contig_752	7566	9	N	N	1	*	*,752,*
contig_397	7551	7	N	N	1	*	*,397,*
contig_209	7459	639	N	Y	9	*	209
contig_159	7451	12	N	N	1	*	*,159,*
contig_574	7427	15	N	N	1	*	*,574,*
contig_842	7422	32	N	N	2	*	*,842,*
contig_145	7378	9	N	N	1	*	*,145,*
contig_851	7313	10	N	N	2	*	*,851,*
contig_454	7287	14	N	N	1	*	*,454,*
contig_945	7277	10	N	N	2	*	*,945,*
contig_875	7246	7	N	N	1	*	*,875,*
contig_859	7241	10	N	N	1	*	*,859,*
contig_963	7210	15	N	N	1	*	*,963,*
contig_779	7151	6	N	N	1	*	*,779,*
contig_60	7139	19	N	N	1	*	*,60,*
contig_73	7139	16	N	N	2	*	*,73,*
contig_136	7127	22	N	N	1	*	*,136,*
contig_862	7069	10	N	N	1	*	*,862,*
contig_702	7066	46	N	N	2	*	*,702,*
contig_563	7041	4	N	N	1	*	*,563,*
contig_853	6924	13	N	N	1	*	*,853,*
contig_810	6855	10	N	N	2	*	*,810,*
contig_531	6849	10	N	N	1	*	*,531,*
contig_70	6770	5	N	N	1	*	*,70,*
contig_307	6736	27	N	N	1	*	307,-979
contig_827	6692	10	N	N	2	*	*,827,*
contig_112	6691	15	N	N	1	*	*,112,*
contig_453	6658	8	N	N	1	*	*,453,*
contig_802	6657	14	N	N	1	*	*,802,*
contig_782	6627	12	N	N	1	*	*,782,*
contig_829	6559	13	N	N	1	*	*,829,*
contig_669	6547	12	N	N	1	*	*,669,*
contig_881	6535	11	N	N	1	*	*,881,*
contig_979	6516	97	N	Y	1	*	979
contig_623	6501	10	N	N	1	*	*,623,*
contig_718	6475	11	N	N	1	*	*,718,*
contig_868	6471	6	N	N	1	*	*,868,*
contig_416	6464	7	N	N	1	*	*,964,416,-964,*
contig_887	6436	9	N	N	1	*	*,887,*
contig_693	6413	9	N	N	1	*	*,693,*
contig_644	6375	29	N	N	1	*	*,644,*
contig_761	6365	33	N	N	4	*	*,761,*
contig_854	6342	10	N	N	1	*	*,854,*
contig_54	6329	18	N	N	1	*	*,54,*
contig_922	6321	13	N	N	1	*	*,922,*
contig_164	6269	18	N	N	1	*	*,164,*
contig_820	6262	10	N	N	1	*	*,820,*
contig_344	6173	6	N	N	1	*	*,344,*
contig_392	6161	7	N	N	1	*	*,392,*
contig_708	6107	9	N	N	1	*	*,708,*
contig_299	6075	14	N	N	1	*	*,299,*
contig_670	6067	10	N	N	1	*	*,670,*
contig_367	6049	20	N	N	1	*	*,367,*
contig_128	6002	18	N	N	1	*	*,128,*
contig_323	5974	7	N	N	1	*	*,323,*
contig_137	5946	40	N	N	2	*	*,137,*
contig_509	5935	8	N	N	2	*	*,509,*
contig_143	5927	4	N	N	1	*	*,143,*
contig_839	5903	12	N	N	1	*	*,839,*
contig_740	5882	19	N	N	1	*	*,740,*
contig_759	5872	8	N	N	1	*	*,759,*
contig_263	5853	11	N	N	1	*	*,263,*
contig_683	5806	18	N	N	2	*	*,683,*
contig_923	5806	11	N	N	1	*	*,923,*
contig_72	5803	11	N	N	1	*	*,72,*
contig_673	5802	10	N	N	1	*	*,673,*
contig_733	5802	8	N	N	2	*	*,733,*
contig_481	5781	12	N	N	2	*	*,481,*
contig_109	5778	9	N	N	1	*	*,109,*
contig_960	5777	37	N	N	2	*	*,960,*
contig_23	5771	14	N	N	1	*	*,23,*
contig_630	5745	26	N	N	1	*	*,630,*
contig_424	5738	7	N	N	1	*	*,424,*
contig_226	5713	6	N	N	1	*	*,226,*
contig_294	5701	11	N	Y	1	28	*,294,*
contig_742	5681	7	N	N	1	*	*,742,*
contig_259	5677	5	N	N	1	*	*,259,*
contig_219	5667	16	N	N	2	*	*,219,*
contig_723	5653	20	N	N	1	*	*,723,*
contig_757	5651	17	N	N	1	*	*,757,*
contig_819	5609	16	N	N	1	*	*,819,*
contig_972	5604	17	N	N	1	*	*,972,*
contig_220	5602	9	N	N	1	*	*,220,*
contig_102	5593	14	N	N	1	*	*,102,*
contig_784	5592	44	N	N	2	*	*,784,*
contig_585	5577	12	N	N	2	*	*,585,*
contig_700	5565	51	N	N	2	*	*,700,*
contig_398	5555	11	N	N	1	*	*,398,*
contig_140	5534	10	N	N	1	*	*,140,*
contig_469	5518	31	N	N	2	*	*,469,*
contig_586	5512	10	N	N	2	*	*,586,*
contig_223	5497	9	N	N	1	*	*,223,*
contig_1010	5472	10	N	N	2	*	*,1010,*
contig_633	5470	10	N	N	2	*	*,633,*
contig_401	5437	14	N	N	1	*	*,401,*
contig_560	5432	11	N	N	2	*	*,560,*
contig_295	5425	6	N	N	1	*	*,295,*
contig_731	5380	6	N	N	1	*	*,731,*
contig_504	5352	16	N	N	2	*	*,504,*
contig_229	5346	16	N	N	2	*	*,229,*
contig_411	5326	9	N	N	1	*	*,411,*
contig_814	5321	47	N	N	3	*	*,814,*
contig_65	5319	13	N	N	1	*	*,65,*
contig_345	5314	8	N	N	2	*	*,345,*
contig_491	5312	6	N	N	1	*	*,491,*
contig_53	5303	17	N	N	1	*	*,53,*
contig_327	5294	7	N	N	1	*	*,327,*
contig_505	5289	5	N	N	1	*	*,505,*
contig_413	5286	12	N	N	1	*	*,413,*
contig_834	5280	15	N	N	3	*	*,834,*
contig_828	5279	11	N	N	1	*	*,828,*
contig_370	5267	6	N	N	1	*	*,370,*
contig_642	5247	37	N	N	2	*	*,642,*
contig_789	5240	9	N	N	1	*	*,789,*
contig_319	5191	6	N	N	1	*	*,319,*
contig_167	5186	6	N	N	1	*	*,167,*
contig_825	5179	10	N	N	1	*	*,825,*
contig_706	5178	47	Y	N	2	*	706
contig_144	5167	3	N	N	1	*	*,144,*
contig_227	5151	16	N	N	1	*	*,227,*
contig_661	5144	13	N	N	2	*	*,661,*
contig_56	5129	11	N	N	2	*	*,56,*
contig_625	5124	32	N	N	2	*	*,625,*
contig_264	5120	8	N	N	1	*	*,264,*
contig_331	5113	7	N	N	1	*	*,331,*
contig_794	5110	13	N	N	1	*	*,794,*
contig_37	5103	9	N	N	1	*	*,37,*
contig_557	5103	8	N	N	1	*	*,557,*
contig_309	5068	18	N	N	1	*	*,309,*
contig_218	5058	17	N	N	1	*	*,218,*
contig_419	5048	9	N	N	1	*	*,419,*
contig_611	5025	9	N	N	1	*	*,611,*
contig_444	5022	13	N	N	1	*	*,444,*
contig_679	5018	6	N	N	1	*	*,679,*
contig_841	5013	17	N	N	2	*	*,841,*
contig_786	5012	9	N	N	1	*	*,786,*
contig_626	5006	55	N	N	2	*	*,626,*
contig_781	4997	17	N	N	1	*	*,781,*
contig_459	4994	15	N	N	3	*	*,459,*
contig_235	4991	9	N	N	1	*	*,235,*
contig_240	4985	11	N	N	1	*	*,240,*
contig_222	4978	6	N	N	1	*	*,222,*
contig_317	4955	12	N	N	2	*	*,317,*
contig_964	4955	8	N	Y	1	*	*,964
contig_148	4941	12	N	N	1	*	*,148,*
contig_520	4923	12	N	N	2	*	*,520,*
contig_704	4854	6	N	N	1	*	*,704,*
contig_671	4847	16	N	N	1	*	*,671,*
contig_805	4822	17	N	N	1	*	*,805,*
contig_356	4815	59	N	Y	1	*	356
contig_75	4798	11	N	N	1	*	*,75,*
contig_129	4795	14	N	N	2	*	*,129,*
contig_512	4792	3	N	N	1	*	*,512,*
contig_82	4785	11	N	N	1	*	*,82,*
contig_849	4780	7	N	N	1	*	*,849,*
contig_818	4777	37	N	N	2	*	*,818,*
contig_36	4766	12	N	N	1	*	*,36,*
contig_329	4682	12	N	N	1	*	*,329,*
contig_81	4667	14	N	N	2	*	*,81,*
contig_381	4662	18	N	N	2	*	*,381,*
contig_837	4655	11	N	N	1	*	*,837,*
contig_888	4640	3	N	N	1	*	*,888,*
contig_734	4629	8	N	N	1	*	*,734,*
contig_372	4622	9	N	N	1	*	*,372,*
contig_261	4596	11	N	N	1	*	*,261,*
contig_869	4595	13	N	N	1	*	*,869,*
contig_126	4588	11	N	N	1	*	*,126,*
contig_726	4577	12	N	N	1	*	*,726,*
contig_652	4574	13	N	N	2	*	*,652,*
contig_93	4540	11	N	N	2	*	*,93,*
contig_28	4534	4	N	N	1	*	*,28,*
contig_657	4534	34	N	N	2	*	*,657,*
contig_865	4530	5	N	N	1	*	*,865,*
contig_631	4528	12	N	N	1	*	*,631,*
contig_343	4502	16	N	N	2	*	*,343,*
contig_26	4483	7	N	Y	2	*	26
contig_885	4466	17	N	N	1	*	*,885,*
contig_79	4448	9	N	N	1	*	*,79,*
contig_492	4446	8	N	N	2	*	*,492,*
contig_400	4437	10	N	N	2	*	*,400,*
contig_412	4407	14	N	N	2	*	*,412,*
contig_339	4399	9	N	N	1	*	*,339,*
contig_628	4399	16	N	N	1	*	*,628,*
contig_466	4398	14	N	N	3	*	*,466,*
contig_297	4392	4	N	N	1	*	*,297,*
contig_694	4387	9	N	N	1	*	*,694,*
contig_716	4374	12	N	N	1	*	*,716,*
contig_796	4369	17	N	N	1	*	*,796,*
contig_580	4341	7	N	N	1	*	*,580,*
contig_155	4323	5	N	N	1	*	*,155,*
contig_391	4315	3	N	N	1	*	*,391,*
contig_311	4312	30	N	N	3	*	*,311,*
contig_34	4301	8	N	N	1	*	*,34,*
contig_393	4286	8	N	N	1	*	*,393,*
contig_260	4275	9	N	N	1	*	*,260,*
contig_394	4253	11	N	N	1	*	*,394,*
contig_791	4229	10	N	N	2	*	*,791,*
contig_243	4224	8	N	N	1	*	*,243,*
